indicador;municipio;ano;resultado
13.4.1.2.1;2406106;2010;630.28
13.4.1.2.2;2406106;2010;428.93
13.4.1.2.1;2406155;2010;482.38
13.4.1.2.2;2406155;2010;440.26
13.4.1.2.1;2406205;2010;590.64
13.4.1.2.2;2406205;2010;467.15
13.4.1.2.1;2406304;2010;454.51
13.4.1.2.2;2406304;2010;401.60
13.4.1.2.1;2406403;2010;564.03
13.4.1.2.2;2406403;2010;484.25
13.4.1.2.1;2406502;2010;578.58
13.4.1.2.2;2406502;2010;451.24
13.4.1.2.1;2406601;2010;632.78
13.4.1.2.2;2406601;2010;423.99
13.4.1.2.1;2406700;2010;607.39
13.4.1.2.2;2406700;2010;480.42
13.4.1.2.1;2406809;2010;568.42
13.4.1.2.2;2406809;2010;457.56
13.4.1.2.1;2406908;2010;948.69
13.4.1.2.2;2406908;2010;533.41
13.4.1.2.1;2407005;2010;611.82
13.4.1.2.2;2407005;2010;379.22
13.4.1.2.1;2407104;2010;780.20
13.4.1.2.2;2407104;2010;594.72
13.4.1.2.1;2407203;2010;1041.51
13.4.1.2.2;2407203;2010;649.70
13.4.1.2.1;2407252;2010;551.59
13.4.1.2.2;2407252;2010;415.79
13.4.1.2.1;2407302;2010;584.47
13.4.1.2.2;2407302;2010;471.62
13.4.1.2.1;2407401;2010;695.92
13.4.1.2.2;2407401;2010;490.23
13.4.1.2.1;2407500;2010;705.11
13.4.1.2.2;2407500;2010;474.04
13.4.1.2.1;2407609;2010;643.11
13.4.1.2.2;2407609;2010;524.81
13.4.1.2.1;2407708;2010;598.73
13.4.1.2.2;2407708;2010;459.03
13.4.1.2.1;2407807;2010;735.24
13.4.1.2.2;2407807;2010;462.43
13.4.1.2.1;2407906;2010;603.06
13.4.1.2.2;2407906;2010;454.55
13.4.1.2.1;2408003;2010;1260.15
13.4.1.2.2;2408003;2010;814.99
13.4.1.2.1;2408102;2010;1802.63
13.4.1.2.2;2408102;2010;1341.18
13.4.1.2.1;2408201;2010;801.01
13.4.1.2.2;2408201;2010;506.28
13.4.1.2.1;2408300;2010;731.06
13.4.1.2.2;2408300;2010;482.11
13.4.1.2.1;2408409;2010;629.39
13.4.1.2.2;2408409;2010;501.62
13.4.1.2.1;2408508;2010;629.44
13.4.1.2.2;2408508;2010;521.06
13.4.1.2.1;2408607;2010;521.09
13.4.1.2.2;2408607;2010;379.68
13.4.1.2.1;2408706;2010;670.67
13.4.1.2.2;2408706;2010;448.47
13.4.1.2.1;2408805;2010;636.85
13.4.1.2.2;2408805;2010;408.03
13.4.1.2.1;2408904;2010;773.51
13.4.1.2.2;2408904;2010;541.20
13.4.1.2.1;2408953;2010;569.94
13.4.1.2.2;2408953;2010;370.51
13.4.1.2.1;2409100;2010;572.26
13.4.1.2.2;2409100;2010;448.68
13.4.1.2.1;2409209;2010;544.44
13.4.1.2.2;2409209;2010;437.82
13.4.1.2.1;2409308;2010;695.06
13.4.1.2.2;2409308;2010;510.33
13.4.1.2.1;2409332;2010;598.99
13.4.1.2.2;2409332;2010;403.11
13.4.1.2.1;2409407;2010;993.89
13.4.1.2.2;2409407;2010;742.47
13.4.1.2.1;2409506;2010;506.21
13.4.1.2.2;2409506;2010;393.64
13.4.1.2.1;2409605;2010;544.22
13.4.1.2.2;2409605;2010;482.98
13.4.1.2.1;2409704;2010;700.15
13.4.1.2.2;2409704;2010;458.27
13.4.1.2.1;2409803;2010;657.71
13.4.1.2.2;2409803;2010;463.14
13.4.1.2.1;2409902;2010;905.47
13.4.1.2.2;2409902;2010;669.26
13.4.1.2.1;2410009;2010;573.75
13.4.1.2.2;2410009;2010;487.43
13.4.1.2.1;2410108;2010;762.70
13.4.1.2.2;2410108;2010;430.00
13.4.1.2.1;2410207;2010;601.52
13.4.1.2.2;2410207;2010;502.28
13.4.1.2.1;2410256;2010;600.50
13.4.1.2.2;2410256;2010;398.19
13.4.1.2.1;2410306;2010;622.81
13.4.1.2.2;2410306;2010;429.05
13.4.1.2.1;2410405;2010;538.66
13.4.1.2.2;2410405;2010;431.40
13.4.1.2.1;2410504;2010;589.10
13.4.1.2.2;2410504;2010;472.55
13.4.1.2.1;2410603;2010;581.36
13.4.1.2.2;2410603;2010;475.08
13.4.1.2.1;2410702;2010;533.70
13.4.1.2.2;2410702;2010;394.54
13.4.1.2.1;2410801;2010;519.87
13.4.1.2.2;2410801;2010;444.15
13.4.1.2.1;2410900;2010;685.95
13.4.1.2.2;2410900;2010;451.09
13.4.1.2.1;2411007;2010;509.36
13.4.1.2.2;2411007;2010;454.57
13.4.1.2.1;2411056;2010;802.35
13.4.1.2.2;2411056;2010;549.62
13.4.1.2.1;2411106;2010;611.17
13.4.1.2.2;2411106;2010;429.62
13.4.1.2.1;2411205;2010;706.81
13.4.1.2.2;2411205;2010;542.47
13.4.1.2.1;2411403;2010;642.18
13.4.1.2.2;2411403;2010;413.77
13.4.1.2.1;2411429;2010;581.82
13.4.1.2.2;2411429;2010;440.00
13.4.1.2.1;2411502;2010;809.99
13.4.1.2.2;2411502;2010;474.74
13.4.1.2.1;2411601;2010;603.31
13.4.1.2.2;2411601;2010;452.83
13.4.1.2.1;2411700;2010;515.19
13.4.1.2.2;2411700;2010;447.05
13.4.1.2.1;2411809;2010;745.04
13.4.1.2.2;2411809;2010;409.42
13.4.1.2.1;2411908;2010;573.61
13.4.1.2.2;2411908;2010;497.96
13.4.1.2.1;2412005;2010;836.21
13.4.1.2.2;2412005;2010;569.32
13.4.1.2.1;2412104;2010;666.68
13.4.1.2.2;2412104;2010;579.40
13.4.1.2.1;2412203;2010;809.06
13.4.1.2.2;2412203;2010;530.99
13.4.1.2.1;2412302;2010;591.25
13.4.1.2.2;2412302;2010;441.71
13.4.1.2.1;2412401;2010;743.89
13.4.1.2.2;2412401;2010;611.25
13.4.1.2.1;2412500;2010;677.05
13.4.1.2.2;2412500;2010;468.88
13.4.1.2.1;2412559;2010;556.25
13.4.1.2.2;2412559;2010;467.83
13.4.1.2.1;2412609;2010;651.35
13.4.1.2.2;2412609;2010;475.93
13.4.1.2.1;2412708;2010;656.44
13.4.1.2.2;2412708;2010;491.33
13.4.1.2.1;2412807;2010;709.01
13.4.1.2.2;2412807;2010;441.32
13.4.1.2.1;2412906;2010;601.13
13.4.1.2.2;2412906;2010;417.00
13.4.1.2.1;2413003;2010;756.10
13.4.1.2.2;2413003;2010;490.10
13.4.1.2.1;2413102;2010;500.73
13.4.1.2.2;2413102;2010;397.67
13.4.1.2.1;2413201;2010;632.21
13.4.1.2.2;2413201;2010;406.16
13.4.1.2.1;2413300;2010;618.83
13.4.1.2.2;2413300;2010;442.00
13.4.1.2.1;2413359;2010;625.78
13.4.1.2.2;2413359;2010;420.72
13.4.1.2.1;2413409;2010;576.55
13.4.1.2.2;2413409;2010;436.59
13.4.1.2.1;2413508;2010;523.51
13.4.1.2.2;2413508;2010;431.17
