indicador;municipio;ano;resultado
3.2.1.1;2401651;2010;98.3
20.4.1.3;2401651;2010;2
1;2401651;2013;27.78
3.4.1;2401651;2015;None
3.4.2;2401651;2015;None
3.4.3;2401651;2015;None
3.2.1;2401651;2015;5
3.2.2;2401651;2015;0
3.2.3;2401651;2015;99999999999996
3.3.1;2401651;2015;0
3.3.2;2401651;2015;1
3.3.3;2401651;2015;99999999999996
19.1.2.1.1.1;2401651;2010;49.5
19.1.2.1.1.2;2401651;2010;0.4
19.1.2.2.1.1;2401651;2010;0.2
19.1.2.2.1.2;2401651;2010;52.0
19.1.2.3.1.1;2401651;2010;50.2
19.1.2.3.1.2;2401651;2010;47.7
17.1.2.3.1;2401651;2010;546
17.1.2.3.2;2401651;2010;17
16.1.2.2.1.2.1;2401701;0;0
16.1.2.2.1.2.2;2401701;0;0
16.1.2.2.2.2.1;2401701;0;0
16.1.2.2.2.2.2;2401701;0;0
16.1.2.2.3.2.1;2401701;0;0
16.1.2.2.3.2.2;2401701;0;0
2.4.3.1.3.2.4;2401701;2010;496
2.4.3.1.3.2.5;2401701;2010;616
3.2.1.1;2401701;2010;99.2
20.4.1.3;2401701;2010;7
1;2401701;2013;9.71
3.4.1;2401701;2015;None
3.4.2;2401701;2015;None
3.4.3;2401701;2015;None
3.2.1;2401701;2015;7
3.2.2;2401701;2015;2
3.2.3;2401701;2015;99999999999996
3.3.1;2401701;2015;0
3.3.2;2401701;2015;1
3.3.3;2401701;2015;99999999999996
19.1.2.1.1.1;2401701;2010;11.6
19.1.2.1.1.2;2401701;2010;0.6
19.1.2.2.1.1;2401701;2010;0.2
19.1.2.2.1.2;2401701;2010;34.9
19.1.2.3.1.1;2401701;2010;88.3
19.1.2.3.1.2;2401701;2010;64.5
17.1.2.3.1;2401701;2010;2051
17.1.2.3.2;2401701;2010;7
16.1.2.2.1.2.1;2401800;0;0
16.1.2.2.1.2.2;2401800;0;0
16.1.2.2.2.2.1;2401800;0;0
16.1.2.2.2.2.2;2401800;0;0
16.1.2.2.3.2.1;2401800;0;0
16.1.2.2.3.2.2;2401800;0;0
2.4.3.1.3.2.4;2401800;2010;465
2.4.3.1.3.2.5;2401800;2010;780
3.2.1.1;2401800;2010;95.3
20.4.1.3;2401800;2010;11
1;2401800;2013;6.67
3.4.1;2401800;2015;None
3.4.2;2401800;2015;None
3.4.3;2401800;2015;None
3.2.1;2401800;2015;7
3.2.2;2401800;2015;2
3.2.3;2401800;2015;99999999999996
3.3.1;2401800;2015;0
3.3.2;2401800;2015;1
3.3.3;2401800;2015;99999999999996
19.1.2.1.1.1;2401800;2010;30.8
19.1.2.1.1.2;2401800;2010;5.8
19.1.2.2.1.1;2401800;2010;0.8
19.1.2.2.1.2;2401800;2010;54.7
19.1.2.3.1.1;2401800;2010;68.5
19.1.2.3.1.2;2401800;2010;39.5
17.1.2.3.1;2401800;2010;2598
17.1.2.3.2;2401800;2010;83
16.1.2.2.1.2.1;2401859;0;0
16.1.2.2.1.2.2;2401859;0;0
16.1.2.2.2.2.1;2401859;0;0
16.1.2.2.2.2.2;2401859;0;0
16.1.2.2.3.2.1;2401859;0;0
16.1.2.2.3.2.2;2401859;0;0
2.4.3.1.3.2.4;2401859;2010;222
2.4.3.1.3.2.5;2401859;2010;899
3.2.1.1;2401859;2010;97.3
20.4.1.3;2401859;2010;4
1;2401859;2013;-
3.4.1;2401859;2015;None
3.4.2;2401859;2015;None
3.4.3;2401859;2015;None
3.2.1;2401859;2015;6
3.2.2;2401859;2015;1
3.2.3;2401859;2015;99999999999996
3.3.1;2401859;2015;0
3.3.2;2401859;2015;0
3.3.3;2401859;2015;99999999999996
19.1.2.1.1.1;2401859;2010;34.1
19.1.2.1.1.2;2401859;2010;-
19.1.2.2.1.1;2401859;2010;0.5
19.1.2.2.1.2;2401859;2010;100.0
19.1.2.3.1.1;2401859;2010;65.4
19.1.2.3.1.2;2401859;2010;-
17.1.2.3.1;2401859;2010;1363
17.1.2.3.2;2401859;2010;99999999999992
16.1.2.2.1.2.1;2401909;0;0
16.1.2.2.1.2.2;2401909;0;0
16.1.2.2.2.2.1;2401909;0;0
16.1.2.2.2.2.2;2401909;0;0
16.1.2.2.3.2.1;2401909;0;0
16.1.2.2.3.2.2;2401909;0;0
2.4.3.1.3.2.4;2401909;2010;114
2.4.3.1.3.2.5;2401909;2010;61
3.2.1.1;2401909;2010;96.3
20.4.1.3;2401909;2010;5
1;2401909;2013;-
3.4.1;2401909;2015;None
3.4.2;2401909;2015;None
3.4.3;2401909;2015;None
3.2.1;2401909;2015;2
3.2.2;2401909;2015;2
3.2.3;2401909;2015;99999999999996
3.3.1;2401909;2015;0
3.3.2;2401909;2015;1
3.3.3;2401909;2015;99999999999996
19.1.2.1.1.1;2401909;2010;73.2
19.1.2.1.1.2;2401909;2010;3.1
19.1.2.2.1.1;2401909;2010;-
19.1.2.2.1.2;2401909;2010;43.2
19.1.2.3.1.1;2401909;2010;26.8
19.1.2.3.1.2;2401909;2010;53.8
17.1.2.3.1;2401909;2010;719
17.1.2.3.2;2401909;2010;99999999999992
16.1.2.2.1.2.1;2402006;0;0
16.1.2.2.1.2.2;2402006;0;0
16.1.2.2.2.2.1;2402006;0;0
16.1.2.2.2.2.2;2402006;0;0
16.1.2.2.3.2.1;2402006;0;0
16.1.2.2.3.2.2;2402006;0;0
2.4.3.1.3.2.4;2402006;2010;3124
2.4.3.1.3.2.5;2402006;2010;5240
3.2.1.1;2402006;2010;97.3
20.4.1.3;2402006;2010;60
1;2402006;2013;19.15
3.4.1;2402006;2015;None
3.4.2;2402006;2015;None
3.4.3;2402006;2015;None
3.2.1;2402006;2015;26
3.2.2;2402006;2015;13
3.2.3;2402006;2015;0
3.3.1;2402006;2015;0
3.3.2;2402006;2015;3
3.3.3;2402006;2015;1
19.1.2.1.1.1;2402006;2010;79.8
